Zipcode,State,LocationType,Lat,Long
55713,MN,PRIMARY,47.49,-92.76
56318,MN,PRIMARY,45.86,-94.68
56120,MN,PRIMARY,43.95,-94.79
55920,MN,PRIMARY,44.03,-92.64
55921,MN,PRIMARY,43.63,-91.5
55716,MN,PRIMARY,47.31,-93.26
55008,MN,PRIMARY,45.56,-93.22
56220,MN,PRIMARY,44.71,-96.26
55009,MN,PRIMARY,44.51,-92.9
55922,MN,PRIMARY,43.53,-91.92
56319,MN,PRIMARY,45.97,-95.29
55718,MN,PRIMARY,46.66,-92.42
55315,MN,PRIMARY,44.76,-93.62
56633,MN,PRIMARY,47.37,-94.6
55010,MN,PRIMARY,44.58,-93.09
55011,MN,PRIMARY,45.34,-93.24
55002,MN,PRIMARY,45.52,-92.87
55012,MN,PRIMARY,45.39,-92.81
56121,MN,PRIMARY,43.53,-94.63
55316,MN,PRIMARY,45.16,-93.38
56122,MN,PRIMARY,43.92,-95.94
55317,MN,PRIMARY,44.85,-93.55
55318,MN,PRIMARY,44.82,-93.6
55923,MN,PRIMARY,43.84,-92.18
55013,MN,PRIMARY,45.37,-92.88
55719,MN,PRIMARY,47.48,-92.87
56221,MN,PRIMARY,45.57,-96.17
55014,MN,PRIMARY,45.13,-93.15
56222,MN,PRIMARY,44.95,-95.36
55924,MN,PRIMARY,44.04,-92.99
56440,MN,PRIMARY,46.12,-94.94
56223,MN,PRIMARY,44.79,-95.8
56016,MN,PRIMARY,43.76,-93.32
56634,MN,PRIMARY,47.69,-95.42
56652,MN,PRIMARY,47.65,-95.26
55319,MN,PRIMARY,45.44,-93.99
55320,MN,PRIMARY,45.41,-94.04
56224,MN,PRIMARY,44.37,-95.05
56017,MN,PRIMARY,44.32,-93.83
56225,MN,PRIMARY,45.46,-96.44
56226,MN,PRIMARY,45.37,-95.67
55720,MN,PRIMARY,46.72,-92.49
55721,MN,PRIMARY,47.26,-93.62
55321,MN,PRIMARY,45.07,-94.18
56320,MN,PRIMARY,45.45,-94.43
55722,MN,PRIMARY,47.3,-93.42
56321,MN,PRIMARY,45.64,-94.31
55322,MN,PRIMARY,44.77,-93.78
56019,MN,PRIMARY,44.11,-94.9
56020,MN,PRIMARY,43.61,-93.52
55723,MN,PRIMARY,47.85,-92.68
56227,MN,PRIMARY,45.23,-96.16
56228,MN,PRIMARY,44.93,-94.69
55016,MN,PRIMARY,44.81,-92.92
55717,MN,PRIMARY,47.06,-92.4
55724,MN,PRIMARY,47.16,-92.47
55766,MN,PRIMARY,47.24,-92.42
56229,MN,PRIMARY,44.6,-95.67
56021,MN,PRIMARY,44.26,-94.34
55725,MN,PRIMARY,48.26,-92.48
55726,MN,PRIMARY,46.67,-92.87
56441,MN,PRIMARY,46.49,-93.95
56442,MN,PRIMARY,46.68,-94.09
55323,MN,PRIMARY,44.97,-93.59
56123,MN,PRIMARY,44.07,-95.66
56443,MN,PRIMARY,46.19,-94.57
56323,MN,PRIMARY,45.61,-95.73
55925,MN,PRIMARY,43.91,-91.35
55017,MN,PRIMARY,45.68,-93.45
56324,MN,PRIMARY,46.17,-95.91
56230,MN,PRIMARY,44.79,-95.1
56231,MN,PRIMARY,45.28,-95.75
56022,MN,PRIMARY,44.05,-94.83
55324,MN,PRIMARY,45.09,-94.4
55325,MN,PRIMARY,45.08,-94.3
56232,MN,PRIMARY,44.92,-96.04
55327,MN,PRIMARY,45.18,-93.47
56631,MN,PRIMARY,47.54,-93.79
56636,MN,PRIMARY,47.33,-93.79
56637,MN,PRIMARY,47.6,-93.77
56659,MN,PRIMARY,47.61,-94.06
56688,MN,PRIMARY,47.73,-93.96
56444,MN,PRIMARY,46.47,-93.89
55328,MN,PRIMARY,45.04,-93.78
56023,MN,PRIMARY,43.76,-94.01
55018,MN,PRIMARY,44.4,-93.02
55926,MN,PRIMARY,43.71,-92.7
55933,MN,PRIMARY,43.65,-92.7
55927,MN,PRIMARY,44.02,-92.84
56235,MN,PRIMARY,45.69,-96.01
55929,MN,PRIMARY,43.96,-92.13
56125,MN,PRIMARY,44.05,-95.54
55701,MN,PRIMARY,46.84,-92.22
55801,MN,PRIMARY,46.78,-92.11
55802,MN,PRIMARY,46.78,-92.11
55803,MN,PRIMARY,46.78,-92.11
55804,MN,PRIMARY,46.78,-92.11
55805,MN,PRIMARY,46.78,-92.11
55806,MN,PRIMARY,46.78,-92.11
55807,MN,PRIMARY,46.78,-92.11
55808,MN,PRIMARY,46.78,-92.11
55810,MN,PRIMARY,46.78,-92.11
55811,MN,PRIMARY,46.78,-92.11
55812,MN,PRIMARY,46.78,-92.11
55814,MN,PRIMARY,46.78,-92.11
55815,MN,PRIMARY,46.78,-92.11
55816,MN,PRIMARY,46.78,-92.11
56236,MN,PRIMARY,45.71,-96.42
55019,MN,PRIMARY,44.42,-93.2
56127,MN,PRIMARY,43.56,-94.77
56446,MN,PRIMARY,46.16,-95.03
56024,MN,PRIMARY,44.15,-93.88
56025,MN,PRIMARY,43.76,-93.9
56237,MN,PRIMARY,44.62,-95.41
55329,MN,PRIMARY,45.32,-94.54
56128,MN,PRIMARY,43.87,-96.13
55931,MN,PRIMARY,43.5,-91.46
55932,MN,PRIMARY,44.13,-92.25
55330,MN,PRIMARY,45.33,-93.56
56026,MN,PRIMARY,43.87,-93.3
56129,MN,PRIMARY,43.52,-96.01
56027,MN,PRIMARY,43.5,-94.08
56325,MN,PRIMARY,45.56,-94.94
55731,MN,PRIMARY,47.9,-91.85
55796,MN,PRIMARY,47.92,-91.8
56028,MN,PRIMARY,44.2,-93.67
55732,MN,PRIMARY,47.65,-92.19
56447,MN,PRIMARY,46.75,-93.96
56029,MN,PRIMARY,43.5,-93.48
55733,MN,PRIMARY,46.7,-92.36
56326,MN,PRIMARY,46,-95.68
55734,MN,PRIMARY,47.46,-92.54
55331,MN,PRIMARY,44.9,-93.56
55934,MN,PRIMARY,43.98,-92.22
55332,MN,PRIMARY,44.52,-94.72
56031,MN,PRIMARY,43.64,-94.45
56075,MN,PRIMARY,43.73,-94.43
55021,MN,PRIMARY,44.29,-93.27
55024,MN,PRIMARY,44.65,-93.17
56448,MN,PRIMARY,46.74,-94.09
55603,MN,PRIMARY,47.41,-91.24
55735,MN,PRIMARY,46.2,-92.92
56328,MN,PRIMARY,45.94,-94.53
55736,MN,PRIMARY,46.92,-92.91
56329,MN,PRIMARY,45.66,-93.9
56357,MN,PRIMARY,45.69,-93.94
55738,MN,PRIMARY,47.28,-92.61
55025,MN,PRIMARY,45.27,-92.98
56330,MN,PRIMARY,45.73,-93.7
56449,MN,PRIMARY,46.16,-94.36
55935,MN,PRIMARY,43.74,-92.13
55333,MN,PRIMARY,44.53,-94.88
56032,MN,PRIMARY,43.76,-93.56
56331,MN,PRIMARY,45.66,-94.68
55026,MN,PRIMARY,44.49,-92.35
56033,MN,PRIMARY,43.58,-93.92
56131,MN,PRIMARY,43.87,-95.6
56034,MN,PRIMARY,44.04,-94.18
56332,MN,PRIMARY,45.94,-95.49
56450,MN,PRIMARY,46.3,-93.82
55334,MN,PRIMARY,44.55,-94.21
56035,MN,PRIMARY,43.82,-93.26
56239,MN,PRIMARY,44.51,-95.89
55335,MN,PRIMARY,44.53,-94.52
55741,MN,PRIMARY,47.49,-92.46
56333,MN,PRIMARY,45.73,-93.95
55336,MN,PRIMARY,44.76,-94.14
56036,MN,PRIMARY,43.56,-93.27
56334,MN,PRIMARY,45.65,-95.38
56644,MN,PRIMARY,47.73,-95.51
55027,MN,PRIMARY,44.4,-92.62
56037,MN,PRIMARY,44,-94.07
56210,MN,PRIMARY,45.55,-96.55
56240,MN,PRIMARY,45.56,-96.43
56039,MN,PRIMARY,43.69,-94.34
55604,MN,PRIMARY,47.75,-90.34
55936,MN,PRIMARY,43.7,-92.57
55605,MN,PRIMARY,47.96,-89.68
55730,MN,PRIMARY,47.22,-93.52
55744,MN,PRIMARY,47.22,-93.52
55745,MN,PRIMARY,47.22,-93.52
55029,MN,PRIMARY,45.63,-93.17
56241,MN,PRIMARY,44.81,-95.53
55030,MN,PRIMARY,45.85,-93.08
55036,MN,PRIMARY,45.87,-93.12
55338,MN,PRIMARY,44.67,-94
56335,MN,PRIMARY,45.6,-94.85
56336,MN,PRIMARY,45.82,-94.74
56243,MN,PRIMARY,45.15,-94.68
56646,MN,PRIMARY,47.76,-95.62
56452,MN,PRIMARY,46.92,-94.51
55339,MN,PRIMARY,44.73,-93.96
55340,MN,PRIMARY,45.07,-93.58
55031,MN,PRIMARY,44.6,-93
56244,MN,PRIMARY,45.49,-95.79
56245,MN,PRIMARY,44.69,-95.61
55341,MN,PRIMARY,45.15,-93.65
56041,MN,PRIMARY,44.14,-94.49
56134,MN,PRIMARY,43.77,-96.19
55939,MN,PRIMARY,43.55,-92
55032,MN,PRIMARY,45.6,-92.98
56042,MN,PRIMARY,43.8,-93.48
55033,MN,PRIMARY,44.73,-92.85
55940,MN,PRIMARY,43.89,-92.84
55973,MN,PRIMARY,43.8,-92.8
56043,MN,PRIMARY,43.64,-93.24
55342,MN,PRIMARY,44.74,-94.71
56044,MN,PRIMARY,44.53,-93.9
56136,MN,PRIMARY,44.5,-96.42
56248,MN,PRIMARY,45.81,-96.13
56137,MN,PRIMARY,43.79,-95.32
56453,MN,PRIMARY,46.32,-95.08
55746,MN,PRIMARY,47.4,-92.94
55747,MN,PRIMARY,47.4,-92.94
55748,MN,PRIMARY,46.98,-93.59
55785,MN,PRIMARY,46.89,-93.67
56138,MN,PRIMARY,43.52,-96.36
55037,MN,PRIMARY,46.01,-92.93
56647,MN,PRIMARY,47.68,-94.63
56339,MN,PRIMARY,45.83,-95.78
55941,MN,PRIMARY,43.76,-91.35
56340,MN,PRIMARY,45.73,-94.47
56139,MN,PRIMARY,44.09,-96.19
56045,MN,PRIMARY,43.75,-93.2
56249,MN,PRIMARY,45.24,-95.91
56341,MN,PRIMARY,45.8,-95.57
56046,MN,PRIMARY,43.97,-93.34
55305,MN,PRIMARY,44.92,-93.4
55343,MN,PRIMARY,44.92,-93.4
55344,MN,PRIMARY,44.84,-93.45
55345,MN,PRIMARY,44.93,-93.46
55346,MN,PRIMARY,44.84,-93.45
55347,MN,PRIMARY,44.84,-93.45
55943,MN,PRIMARY,43.76,-91.57
55606,MN,PRIMARY,47.83,-89.97
55349,MN,PRIMARY,45.05,-94.06
55575,MN,PRIMARY,45.05,-94.06
55750,MN,PRIMARY,47.55,-92.11
55038,MN,PRIMARY,45.15,-92.96
55350,MN,PRIMARY,44.88,-94.37
56649,MN,PRIMARY,48.58,-93.4
56141,MN,PRIMARY,43.91,-95.78
55751,MN,PRIMARY,47.41,-92.64
56455,MN,PRIMARY,46.48,-93.99
55040,MN,PRIMARY,45.48,-93.25
56342,MN,PRIMARY,46.14,-93.46
56142,MN,PRIMARY,44.46,-96.25
56143,MN,PRIMARY,43.62,-94.98
56048,MN,PRIMARY,44.11,-93.7
56144,MN,PRIMARY,43.84,-96.39
56145,MN,PRIMARY,44.05,-95.19
55352,MN,PRIMARY,44.66,-93.63
56251,MN,PRIMARY,45.13,-94.93
56050,MN,PRIMARY,44.29,-93.96
55944,MN,PRIMARY,44.02,-92.75
55753,MN,PRIMARY,47.4,-93.08
56650,MN,PRIMARY,47.94,-94.44
55945,MN,PRIMARY,44.3,-91.99
56147,MN,PRIMARY,43.75,-96.07
56343,MN,PRIMARY,45.77,-95.69
55946,MN,PRIMARY,44.27,-92.98
56252,MN,PRIMARY,45.19,-95.32
55756,MN,PRIMARY,46.33,-92.58
55757,MN,PRIMARY,46.48,-92.87
56051,MN,PRIMARY,43.53,-93.71
56052,MN,PRIMARY,44.31,-93.57
55353,MN,PRIMARY,45.31,-94.3
55609,MN,PRIMARY,46.95,-91.78
55947,MN,PRIMARY,43.82,-91.3
56054,MN,PRIMARY,44.44,-94.39
56149,MN,PRIMARY,44.26,-96.29
55041,MN,PRIMARY,44.44,-92.27
56055,MN,PRIMARY,44.1,-94.21
55042,MN,PRIMARY,44.99,-92.9
56150,MN,PRIMARY,43.67,-95.17
56458,MN,PRIMARY,47.2,-94.99
55043,MN,PRIMARY,44.95,-92.77
56253,MN,PRIMARY,44.94,-94.88
55044,MN,PRIMARY,44.67,-93.24
56151,MN,PRIMARY,43.99,-95.95
56152,MN,PRIMARY,44.22,-95.26
55949,MN,PRIMARY,43.71,-91.97
55950,MN,PRIMARY,43.74,-92.96
56461,MN,PRIMARY,47.21,-94.75
56056,MN,PRIMARY,44.07,-94.57
56057,MN,PRIMARY,44.38,-93.73
56651,MN,PRIMARY,47.51,-95.63
56153,MN,PRIMARY,43.8,-95.99
55951,MN,PRIMARY,43.51,-92.5
55354,MN,PRIMARY,44.88,-94.03
56058,MN,PRIMARY,44.46,-93.9
55952,MN,PRIMARY,43.98,-91.86
56060,MN,PRIMARY,43.92,-94.43
55045,MN,PRIMARY,45.38,-92.84
56155,MN,PRIMARY,43.74,-95.94
55355,MN,PRIMARY,45.11,-94.52
56345,MN,PRIMARY,45.97,-94.36
56653,MN,PRIMARY,48.39,-93.55
56669,MN,PRIMARY,48.41,-93.21
56654,MN,PRIMARY,48.51,-93.8
55356,MN,PRIMARY,44.98,-93.56
56347,MN,PRIMARY,45.97,-94.86
56655,MN,PRIMARY,46.98,-94.21
55046,MN,PRIMARY,44.47,-93.42
55357,MN,PRIMARY,45.05,-93.63
55595,MN,PRIMARY,45.05,-93.63
55596,MN,PRIMARY,45.05,-93.63
55597,MN,PRIMARY,45.05,-93.63
55598,MN,PRIMARY,45.05,-93.63
55599,MN,PRIMARY,45.05,-93.63
56327,MN,PRIMARY,45.75,-95.61
56349,MN,PRIMARY,45.7,-95.51
56255,MN,PRIMARY,44.4,-95.41
55612,MN,PRIMARY,47.63,-90.71
56156,MN,PRIMARY,43.65,-96.2
55953,MN,PRIMARY,43.5,-92.94
56157,MN,PRIMARY,44.38,-95.89
56350,MN,PRIMARY,46.24,-93.27
55760,MN,PRIMARY,46.6,-93.3
55954,MN,PRIMARY,43.52,-91.76
56062,MN,PRIMARY,44.04,-94.41
56256,MN,PRIMARY,45.01,-96.18
56063,MN,PRIMARY,44.2,-93.81
56158,MN,PRIMARY,43.64,-96.07
55763,MN,PRIMARY,47.35,-92.36
56001,MN,PRIMARY,44.16,-93.99
56002,MN,PRIMARY,44.16,-93.99
56003,MN,PRIMARY,44.16,-93.99
56006,MN,PRIMARY,44.16,-93.99
55955,MN,PRIMARY,44.06,-92.75
55358,MN,PRIMARY,45.23,-94
55348,MN,PRIMARY,45,-93.66
55359,MN,PRIMARY,45,-93.66
55393,MN,PRIMARY,45,-93.66
55570,MN,PRIMARY,45,-93.66
55571,MN,PRIMARY,45,-93.66
55574,MN,PRIMARY,45,-93.66
55576,MN,PRIMARY,45,-93.66
55578,MN,PRIMARY,45,-93.66
55579,MN,PRIMARY,45,-93.66
55592,MN,PRIMARY,45,-93.66
55593,MN,PRIMARY,45,-93.66
56065,MN,PRIMARY,43.92,-93.95
55764,MN,PRIMARY,47.32,-93.29
56657,MN,PRIMARY,47.59,-93.69
56257,MN,PRIMARY,45.01,-96.41
55047,MN,PRIMARY,45.2,-92.78
56258,MN,PRIMARY,44.45,-95.78
55360,MN,PRIMARY,44.88,-93.88
56260,MN,PRIMARY,44.9,-95.46
55956,MN,PRIMARY,44.27,-92.54
55765,MN,PRIMARY,47.07,-92.73
55049,MN,PRIMARY,44.17,-93.24
56352,MN,PRIMARY,45.67,-94.81
56464,MN,PRIMARY,46.74,-95.1
56465,MN,PRIMARY,46.46,-94.17
56353,MN,PRIMARY,45.75,-93.65
56363,MN,PRIMARY,45.69,-93.65
56262,MN,PRIMARY,45.11,-95.91
55957,MN,PRIMARY,44.24,-92.29
56263,MN,PRIMARY,44.41,-95.55
56354,MN,PRIMARY,46.04,-95.29
55401,MN,PRIMARY,44.96,-93.26
55402,MN,PRIMARY,44.96,-93.26
55403,MN,PRIMARY,44.96,-93.26
55404,MN,PRIMARY,44.96,-93.26
55405,MN,PRIMARY,44.96,-93.26
55406,MN,PRIMARY,44.96,-93.26
55407,MN,PRIMARY,44.96,-93.26
55408,MN,PRIMARY,44.96,-93.26
55409,MN,PRIMARY,44.96,-93.26
55410,MN,PRIMARY,44.96,-93.26
55411,MN,PRIMARY,44.96,-93.26
55412,MN,PRIMARY,44.96,-93.26
55413,MN,PRIMARY,44.96,-93.26
55414,MN,PRIMARY,44.96,-93.26
55415,MN,PRIMARY,44.96,-93.26
55416,MN,PRIMARY,44.96,-93.26
55417,MN,PRIMARY,44.96,-93.26
55418,MN,PRIMARY,44.96,-93.26
55419,MN,PRIMARY,44.96,-93.26
55420,MN,PRIMARY,44.96,-93.26
55421,MN,PRIMARY,44.96,-93.26
55422,MN,PRIMARY,44.96,-93.26
55423,MN,PRIMARY,44.96,-93.26
55424,MN,PRIMARY,44.96,-93.26
55425,MN,PRIMARY,44.96,-93.26
55426,MN,PRIMARY,44.96,-93.26
55427,MN,PRIMARY,44.96,-93.26
55428,MN,PRIMARY,44.96,-93.26
55429,MN,PRIMARY,44.96,-93.26
55430,MN,PRIMARY,44.96,-93.26
55431,MN,PRIMARY,44.96,-93.26
55432,MN,PRIMARY,44.96,-93.26
55433,MN,PRIMARY,44.96,-93.26
55434,MN,PRIMARY,44.96,-93.26
55435,MN,PRIMARY,44.96,-93.26
55436,MN,PRIMARY,44.96,-93.26
55437,MN,PRIMARY,44.96,-93.26
55438,MN,PRIMARY,44.96,-93.26
55439,MN,PRIMARY,44.96,-93.26
55440,MN,PRIMARY,44.96,-93.26
55441,MN,PRIMARY,44.96,-93.26
55442,MN,PRIMARY,44.96,-93.26
55443,MN,PRIMARY,44.96,-93.26
55444,MN,PRIMARY,44.96,-93.26
55445,MN,PRIMARY,44.96,-93.26
55446,MN,PRIMARY,44.96,-93.26
55447,MN,PRIMARY,44.96,-93.26
55448,MN,PRIMARY,44.96,-93.26
55449,MN,PRIMARY,44.96,-93.26
55450,MN,PRIMARY,44.96,-93.26
55454,MN,PRIMARY,44.96,-93.26
55455,MN,PRIMARY,44.96,-93.26
55458,MN,PRIMARY,44.96,-93.26
55459,MN,PRIMARY,44.96,-93.26
55460,MN,PRIMARY,44.96,-93.26
55467,MN,PRIMARY,44.97,-93.26
55470,MN,PRIMARY,44.96,-93.26
55472,MN,PRIMARY,44.96,-93.26
55473,MN,PRIMARY,44.96,-93.26
55474,MN,PRIMARY,44.96,-93.26
55478,MN,PRIMARY,44.96,-93.26
55479,MN,PRIMARY,44.96,-93.26
55480,MN,PRIMARY,44.96,-93.26
55483,MN,PRIMARY,44.96,-93.26
55484,MN,PRIMARY,44.96,-93.26
55485,MN,PRIMARY,44.96,-93.26
55486,MN,PRIMARY,44.96,-93.26
55487,MN,PRIMARY,44.96,-93.26
55488,MN,PRIMARY,44.96,-93.26
56264,MN,PRIMARY,44.56,-95.98
55959,MN,PRIMARY,44.09,-91.75
56068,MN,PRIMARY,43.84,-93.82
56660,MN,PRIMARY,47.92,-94.21
56265,MN,PRIMARY,44.95,-95.71
56069,MN,PRIMARY,44.43,-93.58
55362,MN,PRIMARY,45.3,-93.8
55365,MN,PRIMARY,45.3,-93.8
55565,MN,PRIMARY,45.3,-93.8
55580,MN,PRIMARY,45.3,-93.8
55581,MN,PRIMARY,45.3,-93.8
55582,MN,PRIMARY,45.3,-93.8
55584,MN,PRIMARY,45.3,-93.8
55585,MN,PRIMARY,45.3,-93.8
55586,MN,PRIMARY,45.3,-93.8
55587,MN,PRIMARY,45.3,-93.8
55588,MN,PRIMARY,45.3,-93.8
55589,MN,PRIMARY,45.3,-93.8
55590,MN,PRIMARY,45.3,-93.8
55591,MN,PRIMARY,45.3,-93.8
55363,MN,PRIMARY,45.06,-93.91
55767,MN,PRIMARY,46.44,-92.76
55051,MN,PRIMARY,45.87,-93.29
56266,MN,PRIMARY,44.41,-94.92
56267,MN,PRIMARY,45.58,-95.9
55052,MN,PRIMARY,44.22,-93.44
56270,MN,PRIMARY,44.55,-94.98
56466,MN,PRIMARY,46.33,-94.64
55364,MN,PRIMARY,44.93,-93.66
55758,MN,PRIMARY,47.52,-92.72
55768,MN,PRIMARY,47.52,-92.62
56159,MN,PRIMARY,43.94,-94.92
56271,MN,PRIMARY,45.22,-95.39
55769,MN,PRIMARY,47.38,-93.16
56355,MN,PRIMARY,45.88,-95.26
55053,MN,PRIMARY,44.34,-93.06
56467,MN,PRIMARY,46.96,-94.84
55366,MN,PRIMARY,44.67,-94.22
55367,MN,PRIMARY,44.88,-93.97
56273,MN,PRIMARY,45.29,-94.94
55020,MN,PRIMARY,44.56,-93.32
55054,MN,PRIMARY,44.57,-93.34
56356,MN,PRIMARY,45.63,-94.75
55055,MN,PRIMARY,44.87,-92.99
56071,MN,PRIMARY,44.54,-93.57
56072,MN,PRIMARY,43.89,-93.49
56030,MN,PRIMARY,44.32,-94.57
56073,MN,PRIMARY,44.31,-94.46
56084,MN,PRIMARY,44.25,-94.46
56074,MN,PRIMARY,44.27,-94.18
56459,MN,PRIMARY,46.5,-94.25
56468,MN,PRIMARY,46.5,-94.29
56274,MN,PRIMARY,45.86,-96.19
55056,MN,PRIMARY,45.51,-92.97
55057,MN,PRIMARY,44.45,-93.16
56661,MN,PRIMARY,47.87,-94.26
56276,MN,PRIMARY,45.26,-96.33
56160,MN,PRIMARY,43.86,-94.74
56358,MN,PRIMARY,45.83,-93.41
56161,MN,PRIMARY,43.73,-95.31
56277,MN,PRIMARY,44.77,-94.99
56359,MN,PRIMARY,46.06,-93.66
56162,MN,PRIMARY,43.85,-94.69
55960,MN,PRIMARY,44.16,-92.54
55771,MN,PRIMARY,48.06,-92.82
55772,MN,PRIMARY,48.11,-93.07
56278,MN,PRIMARY,45.3,-96.44
56360,MN,PRIMARY,45.86,-95.15
55311,MN,PRIMARY,45.11,-93.39
55369,MN,PRIMARY,45.11,-93.39
55569,MN,PRIMARY,45.11,-93.39
55961,MN,PRIMARY,43.61,-92.42
56662,MN,PRIMARY,46.82,-93.94
55060,MN,PRIMARY,44.08,-93.22
56469,MN,PRIMARY,46.71,-93.49
56361,MN,PRIMARY,46.15,-95.32
56470,MN,PRIMARY,46.91,-95.06
56362,MN,PRIMARY,45.37,-94.71
56078,MN,PRIMARY,44,-93.78
55775,MN,PRIMARY,47.33,-93.19
56279,MN,PRIMARY,45.14,-95.17
56472,MN,PRIMARY,46.6,-94.32
55962,MN,PRIMARY,43.78,-91.83
56317,MN,PRIMARY,45.89,-94.09
56338,MN,PRIMARY,46,-93.88
56344,MN,PRIMARY,46.03,-94.06
56364,MN,PRIMARY,45.97,-94.1
56473,MN,PRIMARY,46.32,-94.47
55063,MN,PRIMARY,45.83,-92.96
55963,MN,PRIMARY,44.21,-92.64
56456,MN,PRIMARY,46.65,-94.32
56474,MN,PRIMARY,46.72,-94.39
56164,MN,PRIMARY,44,-96.31
56177,MN,PRIMARY,43.88,-96.25
55964,MN,PRIMARY,44.16,-92.16
55370,MN,PRIMARY,44.77,-94.03
56666,MN,PRIMARY,48.04,-94.9
56280,MN,PRIMARY,44.64,-96.16
55965,MN,PRIMARY,43.67,-92.08
55371,MN,PRIMARY,45.57,-93.59
55377,MN,PRIMARY,45.45,-93.83
56281,MN,PRIMARY,44.93,-95.18
55372,MN,PRIMARY,44.72,-93.43
56667,MN,PRIMARY,47.67,-94.9
55967,MN,PRIMARY,43.77,-92.48
56475,MN,PRIMARY,46.08,-94.49
55065,MN,PRIMARY,44.52,-93.01
56668,MN,PRIMARY,48.61,-93.34
56282,MN,PRIMARY,45.01,-95.23
56670,MN,PRIMARY,47.84,-94.93
56671,MN,PRIMARY,47.83,-95.08
55066,MN,PRIMARY,44.58,-92.6
56283,MN,PRIMARY,44.54,-95.11
56672,MN,PRIMARY,47.05,-93.91
56284,MN,PRIMARY,44.79,-95.21
56166,MN,PRIMARY,44.21,-95.36
56367,MN,PRIMARY,45.74,-94.22
56368,MN,PRIMARY,45.45,-94.51
56371,MN,PRIMARY,45.43,-94.63
55901,MN,PRIMARY,44.01,-92.47
55902,MN,PRIMARY,44.01,-92.47
55903,MN,PRIMARY,44.01,-92.47
55904,MN,PRIMARY,44.01,-92.47
55905,MN,PRIMARY,44.01,-92.47
55906,MN,PRIMARY,44.01,-92.47
55373,MN,PRIMARY,45.08,-93.73
55572,MN,PRIMARY,45,-93.66
55577,MN,PRIMARY,45,-93.66
56369,MN,PRIMARY,45.47,-94.33
55374,MN,PRIMARY,45.19,-93.55
55969,MN,PRIMARY,44.09,-91.81
56673,MN,PRIMARY,48.8,-95.1
56682,MN,PRIMARY,48.85,-95.22
55970,MN,PRIMARY,43.6,-92.82
55068,MN,PRIMARY,44.74,-93.07
56167,MN,PRIMARY,43.53,-95.46
56373,MN,PRIMARY,45.83,-94.28
55067,MN,PRIMARY,45.75,-92.9
55069,MN,PRIMARY,45.68,-92.96
55971,MN,PRIMARY,43.81,-91.75
56165,MN,PRIMARY,43.71,-95.75
56168,MN,PRIMARY,43.62,-95.79
56169,MN,PRIMARY,44.31,-95.94
56170,MN,PRIMARY,44.17,-96.1
56285,MN,PRIMARY,44.78,-95.35
55702,MN,PRIMARY,46.97,-92.57
55779,MN,PRIMARY,46.85,-92.44
55791,MN,PRIMARY,46.89,-92.36
55375,MN,PRIMARY,44.9,-93.74
55972,MN,PRIMARY,43.96,-92.06
56080,MN,PRIMARY,44.08,-93.85
56301,MN,PRIMARY,45.55,-94.17
56302,MN,PRIMARY,45.55,-94.17
56303,MN,PRIMARY,45.55,-94.17
56304,MN,PRIMARY,45.55,-94.17
56372,MN,PRIMARY,45.55,-94.17
56379,MN,PRIMARY,45.59,-94.16
56387,MN,PRIMARY,45.55,-94.22
56388,MN,PRIMARY,45.56,-94.22
56393,MN,PRIMARY,45.55,-94.17
56395,MN,PRIMARY,45.55,-94.17
56396,MN,PRIMARY,45.55,-94.17
56397,MN,PRIMARY,45.55,-94.17
56398,MN,PRIMARY,45.55,-94.17
56399,MN,PRIMARY,45.55,-94.17
55070,MN,PRIMARY,45.39,-93.38
56081,MN,PRIMARY,43.98,-94.62
56374,MN,PRIMARY,45.56,-94.31
56375,MN,PRIMARY,45.7,-94.27
56376,MN,PRIMARY,45.5,-94.66
55376,MN,PRIMARY,45.21,-93.66
55101,MN,PRIMARY,44.94,-93.1
55102,MN,PRIMARY,44.94,-93.1
55103,MN,PRIMARY,44.94,-93.1
55104,MN,PRIMARY,44.94,-93.1
55105,MN,PRIMARY,44.94,-93.1
55106,MN,PRIMARY,44.94,-93.1
55107,MN,PRIMARY,44.94,-93.1
55108,MN,PRIMARY,44.94,-93.1
55109,MN,PRIMARY,44.94,-93.1
55110,MN,PRIMARY,44.94,-93.1
55111,MN,PRIMARY,44.94,-93.1
55112,MN,PRIMARY,44.94,-93.1
55113,MN,PRIMARY,44.94,-93.1
55114,MN,PRIMARY,44.94,-93.1
55115,MN,PRIMARY,44.94,-93.1
55116,MN,PRIMARY,44.94,-93.1
55117,MN,PRIMARY,44.94,-93.1
55118,MN,PRIMARY,44.94,-93.1
55119,MN,PRIMARY,44.94,-93.1
55120,MN,PRIMARY,44.94,-93.1
55121,MN,PRIMARY,44.94,-93.1
55122,MN,PRIMARY,44.94,-93.1
55123,MN,PRIMARY,44.94,-93.1
55124,MN,PRIMARY,44.94,-93.1
55125,MN,PRIMARY,44.94,-93.1
55126,MN,PRIMARY,44.94,-93.1
55127,MN,PRIMARY,44.94,-93.1
55128,MN,PRIMARY,44.94,-93.1
55129,MN,PRIMARY,44.94,-93.1
55130,MN,PRIMARY,44.97,-93.08
55133,MN,PRIMARY,44.94,-93.1
55144,MN,PRIMARY,44.94,-93.1
55145,MN,PRIMARY,44.94,-93.1
55146,MN,PRIMARY,44.94,-93.1
55150,MN,PRIMARY,44.88,-93.15
